author
Nicole Holofcener
Piotr Uklanski
Jordan Jolliff
Herman Raucher
Onur Tukel
Delmer Daves
Jessica Swale
Eric Rohmer
Ben Cresciman
Anthony Tambakis
Robert Mugge
Penelope Gilliatt
Norman Krasna
Ramón Salazar
Laurie Collyer
Carl Mayer
Daniel Peddle
Terence Davies
Alex Garland
Megan Holley
John Sayles
Marah Strauch
James Gunn (II)
J.J. Abrams
Ray Griggs
Ben Collins
Morgan Spurlock
Phillip Fenty
Alex Tse
David Odell
Duane Capizzi
James Edward Grant
William Bowers
Eric J. Adams
Jon Ayre
Doug Pray
George A. Romero
Doug Wolfe
Ruth Prawer Jhabvala
Eric Bernt
Matthew Cooke
Dorothy Tristan
David Kajganich
Carlo Mirabella-Davis
Stirling Silliphant
John Logan
Naomi Kawase
Ernest Thompson
Atom Egoyan
C. Jay Cox
Ali Selim
Paul Laverty
Nancy M. Pimental
Bradley Beesley
Laura Phillips
Lina Wertmüller
Tim Willocks
Craig Lahiff
Eleanor Perry
Aschlin Ditta
George Huang
Mary Keil
Nick Mead
Jon Favreau
Stephan Elliott
Jonathan Newman
Ann Deborah Fishman
Jeb Stuart
Tom Kalin
Lynn Shelton
Skip Woods
Eric Reese
Chad Gomez Creasey
Jean-Luc Godard
Christopher Thornton
Charlie Kaufman
Stephen Gaghan
Nora Fingscheidt
John Hodge
Habib Faisal
Jeffrey Blitz
Matt Gissing
Matt Sobel
Jeff Nichols
Dianne Houston
Sarah Polley
Jill Mazurzky Cody
John Bokenkamp
Ronald Harwood
James Schamus
Andrew Wagner
Anthony Minghella
Cristian Mungiu
Michel Ocelot
Pedro Almodóvar
Sam Wolfson
Burt Kennedy
Sian Heder
Jeffrey Reddick
Moira Buffini
Joanne Sarazen
Juzo Itami
Zaza Urushadze
Sally Potter
Tedi Sarafian
Nick Castle Jr.
Dean Hargrove
Stephen Belber
Deborah Kampmeier
Peter Bogdanovich
Vijay Krishna Acharya
Andrew Kightlinger
Noga Landau
Paul Schrader
Alex Gibney
Adam Dick
Jason Strouse
W.R. McKinney
Kevin Williamson
Wisit Sasanatieng
Max Minghella
Ernie Altbacker
Mitchell Lichtenstein
Ali Soozandeh
Alan B. McElroy
Anthony Weintraub
Lynn Hershman-Leeson
Marjorie Kellogg
Joe Eszterhas
Julie Taymor
Tyler Perry
Horton Foote
Kurt Raab
Robert Towne
A.J. Lieberman
Vaughn Stein
David Twohy
Justin B. Rhodes
Cullen Hoback
James L. Brooks
Patrick DeWitt
Damien Leone
Ben Perry
Clint Hutchison
Michael Almereyda
Juliette Towhidi
Francis Ford Coppola
Scott Kosar
L.M. Kit Carson
Kim Henkel
Don Ferrarone
Aleksander L. Nordaas
Armyan Bernstein
Jason Reitman
Jason Hall
Pema Tseden
Tom Gormican
Scott Teems
Craig Bolotin
Leslie Dixon
Damon Gameau
Tom Hanks
Jack Haley Jr.
Glen Goei
Mike Pavone
Kellie Overbey
Yuriy Korotkov
Ruth Gordon
Michael Traeger
Abe Polsky
Russell Brown (VI)
Clive Dawson
Jayce Bartok
John Wells
Samuel Fuller
Jeremy Brock
Sam Raimi
Tyler Perry
Bert I. Gordon
Jamie Uys
Ward Serrill
Andrew Piddington
Charles Wood
Alan Sharp
Leslie Stevens
Daniel Adams
Chris Sivertson
Chuan Lu
Galt Niederhoffer
Todd Berger
Fabrice Ziolkowski
John Sayles
Evan Spiliotopoulos
Jun Falkenstein
Jacob Tierney
Cevin Soling
Kathy McWorter
Sngmoo Lee
Paul Schrader
Roswell Rogers
Petter Skavlan
Dorothy Blyskal
Rick Bieber
Max Minghella
Frederick Keeve
Bill Dubuque
Joshua Oppenheimer
Pamela Romanowsky
Lowell S. Hawley
Mark Saltzman
Ian Edelman
Franny Armstrong
Ben Powell
Claudia Sainte-Luce
Rowan Joffe
Bert Marcus
Rainer Werner Fassbinder
Sandor Stern
David Arata
Paul Laverty
Daniel Taplitz
Jon Vitti
Simon R. Lewis
Daniel A. Miller
Todd Lincoln
Xavier Giannoli
Clio Barnard
Casey Schroen
Pablo Fendrik
Zac Stanford
Alex Gibney
Elia Kazan
Gavin Wiesen
Jonathan Sobol
Pietra Brettkelly
Michel Hazanavicius
Hannah Bhuiya
Michael Williams (XLVIII)
Jennifer Kent
Brian Duffield
Sidney Sheldon
Kurt Voelker
Ana Lily Amirpour
Jared Moshe
Eran Kolirin
Blair Erickson
Max Enscoe
Ana Murugarren
Jeremy Gardner
Wendy Jo Cohen
Caroline Goodall
Harmony Korine
Gérard Brach
Walerian Borowczyk
Curt Siodmak
Michael Müller
Mark Monroe
Kyle Killen
Sofia Coppola
Henry Bean
Mark Frost
James Gunn (II)
Andrew Renzi
Seung-wan Ryoo
Ol Parker
Malcolm D. Lee
Robin Bissell
Giuseppe Tornatore
A.J. Edwards
Melissa Mathison
Erik Jendresen
Wei Lo
Johnny O'Hara
Norman Krasna
Marcus De Leon
Scott Wiper
Justin Zackham
Howard Franklin
Stanley Nelson
Oz Perkins
Philip Gelatt
Sofia Coppola
Winston Azzopardi
Lawrence Kasdan
Gregg Hurwitz
Isabel Coixet
Michael McCullers
Jérémie Guez
Stacey Menear
Barbara Curry
Trevor Laurence
Jaco Van Dormael
Tim Macy
Anita Doron
Michael Ricigliano
Ryan O'Nan
John Sayles
Jonathan Penner
Sean Branney
Scott Abramovitch
Anthony Giacchino
Ivan Kavanagh
Guto Parente
Pier Paolo Pasolini
Edwin Blum
Bret Easton Ellis
Robert Schwentke
Bob Bowdon
Brian Bird
Ted Key
Robert Rodat
Todd Rohal
Gore Vidal
Mark Protosevich
Ben Parker
Stuart McKenzie
S.J. Roth
Munshi Premchand
Michael Melski
Ian McEwan
Jed Rothstein
Bryan Sipe
Matt Lieberman
Dito Montiel
Bobby Miller
Suzanne Martin
William Ivory
Christopher Ford
Tom Gilroy
Robert Rodat
Kelsey Tucker
Bernardo Bertolucci
Ari Folman
Christopher MacBride
Nick Moorcroft
Cormac McCarthy
Stefan Ruzowitzky
John Gay
Aram Rappaport
Khyentse Norbu
Michael Mitnick
Josh Nadler
Dawn Gifford Engle
Wes Orshoski
Lucinda Coxon
Giles Alderson
Justin P. Lange
James Napier Robertson
Chad Hodge
Hong Sang-soo
Tony Huston
Billy Senese
Jim Jarmusch
Glenn Standring
Ruth Epstein
Billy Chew
Peter J. Tomasi
Barney Elliott
Penelope Spheeris
Terence Davies
Mark O'Rowe
Gabriel Carrer
Merland Hoxha
Jacob Estes
Mark Monroe
Aline Brosh McKenna
Sean Byrne
Christopher Wiehl
Michael Thomas
Fred Schepisi
Bernard Rose
Allan Loeb
Oren Moverman
Sid Bennett
Ned Benson
Petra Biondina Volpe
Mike P. Nelson
Ronald Harwood
Nicholas St. John
Dennis Lehane
Matt Cook
Aleksey Mizgirev
Josh A. Cagan
Phil Dunham
Peter Strickland
Vikram Weet
Petra Costa
Kelly Fremon Craig
Michael Webber
Mark Deeble
DuBose Heyward
Aaron Fernandez
Jerry Belson
Mark Webber
Peter Mettler
Justin Benson
Richard Wenk
Dominic Savage
Zach Golden
Ruth Prawer Jhabvala
Simon Burke (II)
Judy Morris
Nicolas Pesce
Paul Viragh
Richard Matheson
David Lindsay-Abaire
Mark Lisson
Lulu Wang
Chris Morgan
Gérard Brach
Harrison Smith
Josh Singer
Haofeng Xu
Ann Peacock
James DeMonaco
Jon Kasdan
Anna Rose Holmer
Edward Burns
Arnon Goldfinger
David Sington
Helen Kingston
Pedro Almodóvar
Wash Westmoreland
David Marconi
Maren Ade
José Pedro Lopes
Andrew Mudge
Michelangelo Frammartino
Jason Lew
Katie Aselton
Park Sang-Yeon
Scott Walker
Rob Burnett
Lawrence Block
Ben Begley
Charles Schnee
Tony D'Aquino
Miranda July
Deborah Koons Garcia
Travis Cluff
Lee Won-Tae
James Scott Linville
Sébastien Chabot
John Carlos Frey
Guy Ritchie
Lucía Puenzo
Lee Kirk
Joel Edgerton
David Riker
Marya Cohn
Michel Marc Bouchard
Erin Cressida Wilson
Gwyneth Hughes
Ulf Ryberg
Satoko Okudera
Mike Carey
Steven Zaillian
Everett Freeman
Charles Burnett
Martin Hynes
Charles Chaplin
Ariel Cohen
Paul Shoulberg
Meg LeFauve
John Enbom
Shawn Linden
John Goldsmith
Chris Hicky
Mathieu Ratthe
Brian Presley
Hsin-yao Huang
Peter Bogdanovich
Michael Crichton
Steven Luke
Anders Thomas Jensen
Nadav Schirman
Gail Gilchriest
Tim Blake Nelson
Patrick Wang
Frank John Hughes
Patricia Foulkrod
Nicolas Pesce
John Michael McDonagh
Ron L. Brinkerhoff
Dan Fogelman
Alice Wu
Amanda Silver
Thom Fitzgerald
D.W. Young
Paul Gordon
Rupert Everett
Klaus Richter
Stephen Lancellotti
Audrey Wells
Quentin Tarantino
David Coggeshall
Sheldon Wilson
Daniel Farrands
Pier Paolo Pasolini
Paco Arango
Zachary Wigon
Katie Dippold
Mona Achache
Tate Taylor
Deborah Chow
Flora Greeson
John Fusco
Tom O'Connor
Nancy Meyers
Amyn Kaderali
James C. Strouse
Miles Doleac
Nils Lyew
Phillip G. Carroll Jr.
Steven Kastrissios
Andrew Niccol
Brad Hennig
Christopher Münch
Eugene Jarecki
Ti West
Lars von Trier
Eric Kripke
Im Sang-soo
Derek Nguyen
Tom Six
Tom Six
Howard Estabrook
Dana Nachman
Paul Hough
Noah Stollman
Andreas Møl Dalsgaard
Jerry Jones
Dave Schultz
Kim Nguyen (IV)
Steve Knight
Michael Imperioli
Alice Addison
Paul Leyden
Kirby Dick
Mark Boal
Jac Schaeffer
Megan Freels Johnston
Howard Klausner
Graham Moore
Jason Sussberg
Andrew Bergman
James C. Strouse
Maria Maggenti
Sean Penn
Michael Starrbury
David Baddiel
Ellen Brown Furman
Cristina Ibarra
Ti West
Nancy Meyers
Clea DuVall
David Loughery
Jason Juravic
Leigh Whannell
Abi Morgan
Till Schauder
Steven Zaillian
J.P. Sniadecki
Dmitri Sobolev
John Whedon
Matthew Butler-Hart
Nonny de la Peña
Frank Whaley
Colin Bateman
Ryan Merriman
Rebecca Sonnenshine
Audrey Wells
Andrew Lanham
Joe Cornish
Guillaume Nicloux
Jeff Stein
Mischa Webley
Dan Krauss
John Curran
Nadav Lapid
Sara Colangelo
Lone Scherfig
Wei Minglun
Matthew Michael Carnahan
Mami Sunada
Chris Galletta
David Seidler
Vince Marcello
Andrea Berloff
Cara Russell
Marc Klasfeld
Rebecca Frayn
Orson Welles
Alan Bennett
Steven Caple Jr.
Nicole Holofcener
Richard LaGravenese
Dan Zukovic
Clive Dawson
Erin Dignam
Todd Robinson
Guy Stevenson
Gracie Otto
Ravn Lanesskog
Carl Mayer
Greg Pritikin
Dereck Joubert
Mark Craig
Adam Rifkin
Claude Lanzmann
Simon Astaire (III)
Joe Maggio
Steve Barancik
Scotty Mullen
Jeff Nathanson
Jonathan Betuel
Pablo Solarz
Cory Goodman
Stuart Ross Fink
Ra'anan Alexandrowicz
Mateo Gil
Bryan Forbes
Matthew Chapman
Peter Spirer
Matthew Holmes (VI)
Anita Doron
William Riead
Hope Dickson Leach
John Wrathall
Timothy J. Sexton
Aviva Kempner
Liz W. Garcia
Derek Cianfrance
Jane Goldman
Jeff Nathanson
Brent Dawes
Josh Lawson
Jeff Baena
Lucinda Coxon
Florian Henckel von Donnersmarck
Jack Bryan
Gregg Araki
David Turpin
Julia Loktev
Barrie Keeffe
Peter Glanz
Matt Greenhalgh
Joshua Oppenheimer
Michele Gray
Rob Zombie
James Gray
Vicky Wight
Maria Maggenti
Joel Hopkins
Anna Biller
Roland Joffé
Will Fetters
Tarryn-Tanille Prinsloo
Ritesh Batra
Caradog W. James
Tinatin Gurchiani
Walter Hill
C.V. Herst
Guy Thomas
Ingmar Bergman
Claude Klotz
Woo Min-ho
Susan Coyne
Robert D. Krzykowski
Matt Brown
Elia Petridis
Rafa Russo
Steffen Schlachtenhaufen
Paul Bern
Paul Thomas Anderson
Lorene Scafaria
Gil Kofman
Scott Z. Burns
Noah Baumbach
Travis Zariwny
Martin Provost
Tim Chambers
Joe Begos
Maite Alberdi
Bryan Bertino
Vlada Knowlton
Mary Harron
Manuel Martín Cuenca
Jose Rivera
Nick Schenk
Michael Arter
Kaneto Shindô
Samuel Fuller
Jaume Balagueró
Mark Lewis
François Ozon
Adam Bhala Lough
Carly Stone
Michael Cristofer
Timo Tjahjanto
Dominique Rocher
Guillermo Guerrero
Guy Elmes
Warren Leight
John Akomfrah
John August
Larry Kramer
Fernley Phillips
F. Scott Frazier
Gary Dauberman
Robert Anderson
Ike Barinholtz
Peter Hedges
David Lowery
Justin Lader
David Farr
Scott Stabile
Brian Helgeland
Margaret Brown
Andrea Blaugrund Nevins
C.S. McMullen
Nicolas Rossier
Mitch Davis
Don Roos
Jeff Stockwell
Jules Furthman
Sean Ryan
Patrick Brice
Jesse Moss
Buck Henry
Evan Randall Green
Nicholas McCarthy
Václav Marhoul
Meghan Eckman
Denis O'Hare
Darren Lemke
Sally Potter
Ingmar Bergman
Jean-Claude Carriere
Tom Petch
Tyler Nilson
Koji Steven Sakai
Alexandre O. Philippe
Steve Bloom
Tyger Williams
Stephen Chbosky
Slavoj Zizek
Victor Sjöström
Noah Buschel
Stella Meghie
J.C. Khoury
Peter Greenaway
Patricio Guzmán
Cheon Seong-il
Gideon Defoe
Martin Rosen
Patryk Vega
Gretchen Dyer
Richard Salvatore
Brian Sieve
David Jung
Leone Marucci
Fred Dekker
Jenée LaMarque
Anthony Onah
Jeff Buhler
Wayne Roberts
Roger Allers
Emilio Estevez
James DeMonaco
James DeMonaco
James DeMonaco
Fernando Trueba
Oliver Murray
Rolf de Heer
Gareth Evans
Gareth Evans
Calvin Reeder
Nancy Buirski
Tom DiCillo
Gideon Raff
Don McKellar
Andrew Traucki
Philip Ridley
William Wheeler
Rob Lihani
Alanna Francis
Andrea Gyertson
Chris Eska
Hatem Khraiche
D. Kerry Prior
Samuel Brett Williams
Chloé Zhao
Megan Martin
Devon Parks
Laura Wade
Rowan Athale
Michael Petroni
Hao Wu
Alan Parker
Gren Wells
Kim Mordaunt
Sonny Mallhi
Scott B. Smith
Floria Sigismondi
Austin Stark
Chad Gracia
Ti West
Andrei Tarkovsky
Asghar Farhadi
Tim Skousen
Jacques Fieschi
Michel Gondry
Dan Schaffer
Chris Sparling
Stephen Karam
Ol Parker
Anna Muylaert
Jack Thorne
Brian Lynch
Steven Conrad
Isabel Coixet
Hayao Miyazaki
Clio Barnard
Aaron J. Wiederspahn
Nick Payne (IX)
Dennis Murphy
Ben Lewin
Joe Murtagh
Anthony Jaswinski
Lucía Garibaldi
Frank Sabatella
Josh Greenbaum
Ani Simon-Kennedy
Kevin Brodbin
Baran bo Odar
Micah Ranum
Alfonso Cortés-Cavanillas
Isaac Ezban
Jorge Ameer
Tyler Perry
Marilyn Fu
Raymond Briggs
Dito Montiel
Richard Ramsey
Jeffrey Caine
Tim Wolff
Harold Hölscher
Ben Nabors
Chuck Workman
Joanna Hogg
Peter Morgan
Paul Tibbitt
Ruben Östlund
Terry Jastrow
Henry Dunham
Tim Talbott
Robyn Harding
Alonso Mayo
Manoel de Oliveira
Christopher Radcliff
Bryan Bertino
Kenny Riches
Dan Gurskis
Mark Monroe
Tracy Oliver
Rebecca Dinerstein
Cormac McCarthy
John J. McLaughlin
Jeremy Hersh
Stephen Fingleton
Lim Sang-Yun
Brian Nissen
Dean Kapsalis
Claude Chabrol
Peter Stone
Pascal Laugier
Im Sang-soo
David Ayer
David Diamond
Julius J. Epstein
Sheldon Turner
Anthony McCarten
Tre Manchester
Graham Greene
Hirokazu Koreeda
Michel Gondry
Rob Epstein
Max Hurwitz
Maggie Carey
Emily Hubley
Noble Jones
Marek Posival
Joseph Muscat
Corneliu Porumboiu
Terrence Malick
Ermanno Olmi
Miroslav Slaboshpitsky
Karen Croner
Miles Swain
Michael Winterbottom
Michael Winterbottom
Sylvain Chomet
Blanche Hanalis
Jim Hemphill
Francesca Gregorini
Andrew Upton
Melissa Rosenberg
Hossein Amini
Robert Towne
Anthony McCarten
Robert Clouse
Michele Mitchell
Stephen K. Bannon
Errol Morris
Geoff Redknap
Dan Sallitt
Jon Hartmere
Francis Veber
Saila Kariat
Peter Facinelli
Brendan Steere
Peter Morgan
Michael Biehn
Butcher Brothers
Terence Rattigan
Dante Lam
M. Night Shyamalan
Na Hong-jin
M. Blash
Roger Goldby
Robert Zemeckis
Tim Ogletree
Dwain Worrell
Nick Sandow
Barré Lyndon
Shen Jie
Cheryl Dunye
Carl W. Lucas
Brad Ingelsby
Daniel Ribeiro
Michael Winterbottom
Christine Bartlett
Rama Burshtein
Tim Firth
Donald Diego
Stella Meghie
Michael Parfit
Andrew H. Leman
David Hare
Liang Yusheng
Rafael Jackson
Anthony Shaffer
Damian Harris
Michael Johnson
Mark Halliley
Teresa Sutherland
Hayao Miyazaki
Abbas Kiarostami
Wendy Riss
Ian Hislop
Stephen Cone
Robert Eggers
Park Hoon-jung
Robert Thom
Allan Scott
Terence Winter
Antonin Baudry
Jane Goldman
Jon Croker
Shlomit Nehama
Nisha Pahuja
Karim Boukercha
Shane Danielsen
Satyajit Ray
Tara Johns
David Lowery
Na Hong-jin
James Ryan
Jacques Demy
James Gunn
Catherine Jelski
Pat Rushin
Angela Workman
Anthony Greville-Bell
Gaby Chiappe
Fergal Rock
Richard Hawkins
Don Hardy
Roland Joffé
Paul Thomas Anderson
Zak Hilditch
John Carpenter
James Goldman
Philip Gelatt
Frank Wead
Douglas Day Stewart
A.I. Bezzerides
Errol Morris
Paul Reiser
Carol Heikkinen
Charles Murray
Mia Hansen-Løve
Scott Rosenberg
Allan Loeb
Rodrigo García
Gil Junger
Paul Haggis
Jay Lacopo
David Self
Dalton Trumbo
Simon Aboud
Robert Getchell
Naomi Klein
Ash Baron Cohen
Judd Apatow
Shane Meadows
Chad Hartigan
Stephen Marshall
David Storey
Britt Allcroft
Eric Pearson
Cory Finley
Joey Kuhn
Martin McDonagh
Nunnally Johnson
John Patrick
Nunnally Johnson
Francis Veber
David O. Russell
Pat Kiely
Mitch Glazer
Elizabeth Anderson
Andrew Fleming
Dallas Jackson
Stu Silver
W.A. Burton & Max Jungk
Mike Mills
Jim Cummings
Gerry and Silvia Anderson
John Fusco
Skip Woods
Israel Luna
Pedro Almodóvar
Tig Notaro
Alan Yang
Richard Tuggle
Romany Malco
Avishai Sivan
Michael Petroni
Nicholas Meyer
Rich Christiano
Nacho Vigalondo
Bahman Ghobadi
Michael Haneke
Elia Suleiman
Mark Dennis
Mike Figgis
Jeffrey M. Howard
Evan Spiliotopoulos
Lena Dunham
James Cameron
Kevin Munroe
Sofia Alvarez
Jennifer M. Kroot
John Michael Hayes
Brian Godawa
David E. Kelley
Maxine Trump
Horton Foote
Woody Allen
Jim Britts
Charles Burnett
Stephen Judson
Marti Noxon
Shannon Bradley-Colleary
Terrence Malick
Douglas Carter Beane
Jason Banker
Lee Hall
Lukas Moodysson
Ryu Murakami
Dennis Marks
John Osborne
Aleksi Bardy
Tom Segura
Ladislas Fodor
Céline Sciamma
Gregory Poirier
Abel Ferrara
Bonnie Turner
Ela Thier
Matthew F. Jones
Maren Ade
Thomas Leveritt
Roger Paradiso
Richard L. Breen
Peter Gould
Mark Young
Chris Rock
Samuel Taylor
Monja Danischewsky
Brian Moore
Guy Browning
Michele Remsen
Christopher Hampton
Thomas Riedelsheimer
King Hu
Don Handfield
Paul Dalio
Murray McRae
Lynn Shelton
Alan Ball
Phyllis Ellis
Carol Sobieski
Andrew Stanton
Steve Purcell (II)
Dennis Potter
Nicolas van Pallandt
Henry Jaglom
Tracy Morgan
Christopher Bessette
Mark Esslinger
Tia Brelis
Deon Taylor
Burt Kennedy
Yeon Sang-ho
Amy Schumer
Jeffrey Nachmanoff
Adam Leon
Duncan Tucker
Jack Paglen
Michael Del Monte
Ehren Kruger
Ehren Kruger
Michael Gilvary
Christian Petzold
Iain Softley
George Gallo
Harmony Korine
Candida Brady
Richard Smith
Khyentse Norbu
Scott King
John Huston
So Yong Kim
Steve Buscemi
John Whelpley
Alastair Siddons
Corey Deshon
Trevor Noah
Geoffrey Fletcher
Alex Gibney
Michael Dougherty
David Koepp
Ti West
Matt Cook
Michael Winterbottom
Aben Kandel
Sarah Asproon
Steven Lisberger
Randy Brown
James Mottern
Craig Johnson
Marguerite Roberts
Shaun Grant
Christine To
Quentin Tarantino
Andrew Niccol
John McNamara
Judy Rothman Rofe
Alex Winter
Clark Gregg
Bart Freundlich
James Vanderbilt
Audrey Wells
Brad Mirman
Matthew McGuchan
Gavin Hood
Jamie Patterson
Jette Rinck
Tom Stoppard
Diablo Cody
James Kennaway
Michael Ross
Kyle Smith
Robert Adetuyi
Chris Eigeman
Melanie Finn
Philip Harder
Jake Kasdan
Trevor Nunn
Jordan Melamed
Anthony Cipriano
Jeff Lipsky
Bruno Dumont
Melissa Rosenberg
Ip Kwong Kim
Sarah Thorp
Francis Ford Coppola
Joseph Stefano
Mark Brown
Raymond De Felitta
Dan Gilroy
Frederic Raphael
James Toback
Gregor Jordan
Edward Hume
Mark Hammer
Neil Turitz
Herschell Gordon Lewis
Steve Stockman
Charles Schnee
Marc Lawrence (II)
Tyler Perry
Tyler Perry
Tyler Perry
Tyler Perry
Tyler Perry
Tyler Perry
Tyler Perry
Paddy Considine
John Ridley
Alison Peck
Victor Nuñez
Alan Sharp
Mia Hansen-Løve
Alberto Bremer
David Harrower
Lucy Mulloy
Hal Hartley
M. Night Shyamalan
Apichatpong Weerasethakul
John Hughes
Jay Longino
Kent Osborne
Mike Demski
Matthew J. Lawrence
Larry Cohen
Brent McCorkle
Robert Greenwald
Simon Moore
Becky Johnston
Ligiah Villalobos
Babak Anvari
David Robert Mitchell
Vitaliy Manskiy
Audrey Wells
Frederick Ponzlov
Javier Fuentes-León
Cory Goodman
John William Galt
Joseph Mazzello
Catherine Breillat
Steven Conrad
Paul Andrew Williams
Bill Geddie
Christina Hodson
Stephen Susco
Samantha McIntyre
Whitney Hamilton
Paul Greengrass
Matthew Ryan Hoge
Finn Taylor
Peter O'Brien
Helen Deutsch
Mark Bomback
Richard LaGravenese
Alex Gibney
Michael Wranovics
Tad Mosel
Paul Zindel
Yung Chang
Leigh Whannell
Mike Binder
Shane Carruth
Richard Wesley
Nick Moorcroft
Silvio Horta
Jerry Stahl
Jordan Peele
Joseph Martin
Julian Shaw
Todd Graff
Sergey Loznitsa
Mark L. Smith
Luc Besson
Daniel Waters
Edward T. Lowe
Joseph Minion
Tommy Lee Wallace
Amy Heckerling
Maurice Pialat
Stephen Sommers
Will Dennis
Anthony Jaswinski
W. Peter Iliff
Aditya Chopra
Mukunda Michael Dewil
Dan Gilroy
Todd Haynes
Stephen Reynolds
Irving Ravetch
Hanif Kureishi
Mike Leigh
David Mamet
Glenn Danzig
Peter Berg
Naomi Foner
Adam McKay
Lee Toland Krieger
Woody Allen
Blake Edwards
Adam Green
Lee Hall
Jeremy Snead
Erik Gandini
David Cronenberg
Gerardo Naranjo
Richard Vetere
David L.G. Hughes
James Coyne
Philippe Martinez
M. Night Shyamalan
Chris Ford
Julian Mitchell
Matías Piñeiro
Hisashi Nozawa
Bas Devos
Geoffrey S. Fletcher
Jesse Archer
Sofia Coppola
Eric Bernt
Margarethe von Trotta
David Hughes
Godfrey Reggio
Shin'ya Tsukamoto
Norman Katkov
Sally Benson
Djo Munga
John Steinbeck
Victor Kossakovsky
Garret Shanley
Andrew Shaw (XIV)
Pedro Almodóvar
Tom Costabile
Brady Corbet
Bryan Johnson
W. Kamau Bell
Jonathan Levine
Haifaa Al-Mansour
Richard E. Grant
Rob McKittrick
Chuck Conaway
Steve Adams
Ben Cookson
Bret Anthony Johnston
J.M. Coetzee
Adrienne Shelly
Evan Jones
Robin Swicord
Richard Linklater
Kirk Jones
Patrick Pacheco
Robert Dillon
Jonathan Caouette
Steven Brill
Pamela Gray (II)
Gal Uchovsky
Karen Janszen
Edward Bond
Nicole Holofcener
Joshua St. Johnston
Kenny Golde
Theodore Thomas
Paul Shoulberg
Ari Folman
Barbara Loden
David Michôd
Kim Han-min
John Michael McDonagh
Derek Jarman
Clair Huffaker
Kim Nguyen (IV)
David Twohy
Jonathan Levine
Ekasith Thairat
Te-Sheng Wei
Luc Besson
Carol Doyle
Larry Clark
Ben C. Lucas
Ben Rekhi
Samantha Power
Deepa Mehta
Richard LaGravenese
Peter Prince
Jennifer Baichwal
Martin Rosen
Trey Edward Shults
Anthony Hickox
Lee Jeong-hyang
Christopher McQuarrie
Gustavo Ron
Makoto Nagahisa
Jamie Linden
Ted Geoghegan
Lukas Moodysson
Jan Berger
Andrew Horn
Monica Long Ross
Hubert Sauper
Larry Gross
Andy Mitton
James Gray
Alex Gibney
Alan Trezza
Mario Van Peebles
Jeff Pinilla
Randall Wallace
Steven Conrad
Dana Fox
Tim Herlihy
Andrew Haigh
Robert Klane
Robert Klane
Frank Simon
David Levinson
Malcolm D. Lee
Karen Leigh Hopkins
Joseph Russo
Darren Ripley
Oliver Thompson
Eliot Laurence
Kristen Ruhlin
Frank Cottrell Boyce
Todd Solondz
Jeff Kauffmann
Eran Creevy
Ken Hixon
Michael Thomas
Simon Helberg
Larry Fessenden
John Patrick Shanley
Ernest Lehman
Valeska Grisebach
Michael Crichton
Emanuele Della Valle
Niki Caro
Kim Kindersley
David Berry
A. Dean Bell
Lawrence Gay
William Peter Blatty
Ronald Bass
Lukas Heller
Tom Noonan
Elan Mastai
Art Linson
Colin Minihan
Cullen Hoback
Philippe Sands
Malcolm Campbell
Rob Garver
Josh Mendoza
Elizabeth Chomko
Ben Hickernell
Roberto Minervini
Woody Allen
Peter Hedges
Kate Lanier
Woody Allen
Jeremy Rush
Jake Wade Wall
Fred Walton
Lawrence Richards
Nora Ephron
Annemarie Jacir
Alan Zweig
Patricia Rozema
Jack Olsen
Dirk Simon
Scott Marshall Smith
John Whittington
James Toback
Sydney Boehm
Tom DiCillo
Alistair MacLean
Salvatore Stabile
Amma Asante
Chris Dowling
Darci Picoult
Werner Herzog
Atom Egoyan
Michael Moore
Rel Dowdell
Carl Gottlieb
Susan Montford
Noah Baumbach
Shauna Cross
Damien Chazelle
Peter M. Cohen
Robert Carlock
Peter McDougall
Christopher Crowe
Gregg Araki
Paul Raschid
Kazuo Ishiguro
David Fallon
Steven Okazaki
William Norton
Ron Shelton
Niall Johnson
Matt Venne
Mary Agnes Donoghue
Anthony Di Pietro
Michael Haneke
Daniel Pyne
Todd Robinson
Emmett Malloy
Garnett Weston
Alan G. Parker
Mark Monroe
John Scheinfeld
Wei-hao Cheng
Chris Paine
Harry Moses
Mitchell Kapner
Guy Thomas
Michael Glawogger
Ernest Lehman
Mitsuo Yanagimachi
Michael Carnick
Martin Scorsese
Tyler Perry
Tyler Perry
Tina Andrews
Kirill Sokolov
Sion Sono
Brandon Boyce
Alan Berliner
Claude Faraldo
Hugh Leonard
Todd Solondz
Nick Hornby
David Michael Wieger
Charles B. Griffith
Walter Hill
Ringo Lam
Matt Wolf
Brad Copeland
Jamie Adams
Alex Dawson
Robert Duvall
Clifford Odets
John Paxton
Mark Bittner
Paul Osborn
Nicole Taylor
Blake Edwards
Ingmar Bergman
Charlie Ahearn
Damián Szifron
Lucinda Coxon
John Sayles
Kate Boutilier
Ezra Sacks
Julian Mitchell
Dario Poloni
Will Ferrell
Tom Gries
Frank Tashlin
Arvin Chen
Glen Morgan
J.T. Allen
Bob Dolman
Bobcat Goldthwait
Daniel Clowes
Victor Levin
Tom McCarthy
John Milius
Taylor Sheridan
Paul Laverty
Alexander Olch
Kevin Droney
Hossein Amini
James C. Strouse
William Richert
Ingmar Bergman
Adam Rapp
Carol Sobieski
Josh Sternfeld
Akiva Goldsman
Eric Schaeffer
Barbara Marshall
Jack Sholder
