player_name,team_name,player_height,country,draft_year,draft_round,college,age,season
Loy Vaught,Los Angeles Clippers,205.74,USA,1990,1,Michigan,29.0,1996-97
Lee Mayberry,Vancouver Grizzlies,185.42,USA,1992,1,Arkansas,27.0,1996-97
Luc Longley,Chicago Bulls,218.44,USA,1991,1,New Mexico,28.0,1996-97
Mahmoud Abdul-Rauf,Sacramento Kings,185.42,USA,1990,1,Louisiana State,28.0,1996-97
Malik Rose,Charlotte Hornets,200.66,USA,1996,2,Drexel,22.0,1996-97
Malik Sealy,Los Angeles Clippers,203.2,USA,1992,1,St. John's (NY),27.0,1996-97
Marcus Brown,Portland Trail Blazers,190.5,USA,1996,2,Murray State,23.0,1996-97
Marcus Camby,Toronto Raptors,210.82,USA,1996,1,Massachusetts,23.0,1996-97
Mario Elie,Houston Rockets,195.58,USA,1985,7,American International,33.0,1996-97
Mark Bradtke,Philadelphia 76ers,208.28,USA,Undrafted,Undrafted,,28.0,1996-97
Mark Bryant,Phoenix Suns,205.74,USA,1988,1,Seton Hall,32.0,1996-97
Mark Davis,Philadelphia 76ers,200.66,USA,1995,2,Texas Tech,24.0,1996-97
Lucious Harris,Philadelphia 76ers,195.58,USA,1993,2,Long Beach State,26.0,1996-97
Lawrence Moten,Vancouver Grizzlies,195.58,USA,1995,2,Syracuse,25.0,1996-97
Latrell Sprewell,Golden State Warriors,195.58,USA,1992,1,Alabama,26.0,1996-97
Larry Stewart,Seattle SuperSonics,203.2,USA,Undrafted,Undrafted,Coppin State,28.0,1996-97
Keith Tower,Milwaukee Bucks,210.82,USA,Undrafted,Undrafted,Notre Dame,27.0,1996-97
Ken Norman,Atlanta Hawks,203.2,USA,1987,1,Illinois,32.0,1996-97
Kendall Gill,New Jersey Nets,195.58,USA,1990,1,Illinois,29.0,1996-97
Kenny Anderson,Portland Trail Blazers,185.42,USA,1991,1,Georgia Tech,26.0,1996-97
Kenny Smith,Denver Nuggets,190.5,USA,1987,1,North Carolina,32.0,1996-97
Kerry Kittles,New Jersey Nets,195.58,USA,1996,1,Villanova,23.0,1996-97
Kevin Duckworth,Los Angeles Clippers,213.36,USA,1986,2,Eastern Illinois,33.0,1996-97
Kevin Edwards,New Jersey Nets,190.5,USA,1988,1,DePaul,31.0,1996-97
Kevin Gamble,Sacramento Kings,195.58,USA,1987,3,Iowa,31.0,1996-97
Kevin Garnett,Minnesota Timberwolves,210.82,USA,1995,1,,21.0,1996-97
Kevin Johnson,Phoenix Suns,185.42,USA,1987,1,California,31.0,1996-97
Kevin Salvadori,Sacramento Kings,213.36,USA,Undrafted,Undrafted,North Carolina,26.0,1996-97
Kevin Willis,Houston Rockets,213.36,USA,1984,1,Michigan State,34.0,1996-97
Khalid Reeves,Dallas Mavericks,190.5,USA,1994,1,Arizona,24.0,1996-97
Kobe Bryant,Los Angeles Lakers,200.66,USA,1996,1,,18.0,1996-97
Kurt Thomas,Miami Heat,205.74,USA,1995,1,Texas Christian,24.0,1996-97
LaPhonso Ellis,Denver Nuggets,203.2,USA,1992,1,Notre Dame,27.0,1996-97
LaSalle Thompson,Indiana Pacers,208.28,USA,1982,1,Texas,36.0,1996-97
Lamond Murray,Los Angeles Clippers,200.66,USA,1994,1,California,24.0,1996-97
Larry Johnson,New York Knicks,200.66,USA,1991,1,Nevada-Las Vegas,28.0,1996-97
Larry Krystkowiak,Los Angeles Lakers,205.74,USA,1986,2,Montana,32.0,1996-97
Mark Hendrickson,Philadelphia 76ers,205.74,USA,1996,2,Washington State,23.0,1996-97
Mark Jackson,Indiana Pacers,190.5,USA,1987,1,St. John's (NY),32.0,1996-97
Mark Price,Golden State Warriors,182.88,USA,1986,2,Georgia Tech,33.0,1996-97
Mark Strickland,Miami Heat,208.28,USA,Undrafted,Undrafted,Temple,26.0,1996-97
Nick Anderson,Orlando Magic,198.12,USA,1989,1,Illinois,29.0,1996-97
Nick Van Exel,Los Angeles Lakers,185.42,USA,1993,2,Cincinnati,25.0,1996-97
Olden Polynice,Sacramento Kings,213.36,USA,1987,1,Virginia,32.0,1996-97
Oliver Miller,Toronto Raptors,205.74,USA,1992,1,Arkansas,27.0,1996-97
Othella Harrington,Houston Rockets,205.74,USA,1996,2,Georgetown,23.0,1996-97
Otis Thorpe,Detroit Pistons,208.28,USA,1984,1,Providence,34.0,1996-97
P.J. Brown,Miami Heat,210.82,USA,1992,2,Louisiana Tech,27.0,1996-97
Patrick Ewing,New York Knicks,213.36,Jamaica,1985,1,Georgetown,34.0,1996-97
Pervis Ellison,Boston Celtics,205.74,USA,1989,1,Louisville,30.0,1996-97
Pete Chilcutt,Vancouver Grizzlies,208.28,USA,1991,1,North Carolina,28.0,1996-97
Pooh Richardson,Los Angeles Clippers,185.42,USA,1989,1,UCLA,31.0,1996-97
Popeye Jones,Toronto Raptors,203.2,USA,1992,2,Murray State,27.0,1996-97
Priest Lauderdale,Atlanta Hawks,223.52,USA,1996,1,Central State (OH),23.0,1996-97
Rafael Addison,Charlotte Hornets,203.2,USA,1986,2,Syracuse,32.0,1996-97
Randolph Childress,Detroit Pistons,187.96,USA,1995,1,Wake Forest,24.0,1996-97
Randy Brown,Chicago Bulls,187.96,USA,1991,2,New Mexico State,29.0,1996-97
Rasheed Wallace,Portland Trail Blazers,210.82,USA,1995,1,North Carolina,22.0,1996-97
Ray Allen,Milwaukee Bucks,195.58,USA,1996,1,Connecticut,21.0,1996-97
Ray Owes,Golden State Warriors,205.74,USA,Undrafted,Undrafted,Arizona,24.0,1996-97
Reggie Geary,Cleveland Cavaliers,187.96,USA,1996,2,Arizona,23.0,1996-97
Reggie Jordan,Minnesota Timberwolves,193.04,USA,Undrafted,Undrafted,New Mexico State,29.0,1996-97
Nate McMillan,Seattle SuperSonics,195.58,USA,1986,2,North Carolina State,32.0,1996-97
Karl Malone,Utah Jazz,205.74,USA,1985,1,Louisiana Tech,33.0,1996-97
Nate Driggers,Boston Celtics,195.58,USA,Undrafted,Undrafted,Montevallo,23.0,1996-97
Mookie Blaylock,Atlanta Hawks,185.42,USA,1989,1,Oklahoma,30.0,1996-97
Mark West,Cleveland Cavaliers,208.28,USA,1983,2,Old Dominion,36.0,1996-97
Martin Lewis,Toronto Raptors,198.12,USA,1995,2,Seward County Community College,22.0,1996-97
Martin Muursepp,Dallas Mavericks,205.74,USA,1996,1,,22.0,1996-97
Marty Conlon,Boston Celtics,210.82,USA,Undrafted,Undrafted,Providence,29.0,1996-97
Matt Bullard,Houston Rockets,208.28,USA,Undrafted,Undrafted,Iowa,30.0,1996-97
Matt Fish,Miami Heat,210.82,USA,1992,2,North Carolina-Wilmington,27.0,1996-97
Matt Geiger,Charlotte Hornets,215.9,USA,1992,2,Georgia Tech,27.0,1996-97
Matt Maloney,Houston Rockets,190.5,USA,Undrafted,Undrafted,Pennsylvania,25.0,1996-97
Matt Steigenga,Chicago Bulls,200.66,USA,1992,2,Michigan State,27.0,1996-97
Melvin Booker,Golden State Warriors,187.96,USA,Undrafted,Undrafted,Missouri,24.0,1996-97
Michael Cage,Philadelphia 76ers,205.74,USA,1984,1,San Diego State,35.0,1996-97
Michael Curry,Detroit Pistons,195.58,USA,Undrafted,Undrafted,Georgia Southern,28.0,1996-97
Michael Finley,Dallas Mavericks,200.66,USA,1995,1,Wisconsin,24.0,1996-97
Michael Hawkins,Boston Celtics,182.88,USA,Undrafted,Undrafted,Xavier,24.0,1996-97
Michael Jordan,Chicago Bulls,198.12,USA,1984,1,North Carolina,34.0,1996-97
Michael Smith,Sacramento Kings,203.2,USA,1994,2,Providence,25.0,1996-97
Mike Brown,Phoenix Suns,208.28,USA,1985,3,George Washington,33.0,1996-97
Mitch Richmond,Sacramento Kings,195.58,USA,1988,1,Kansas State,32.0,1996-97
Mitchell Butler,Portland Trail Blazers,195.58,USA,Undrafted,Undrafted,UCLA,26.0,1996-97
Monty Williams,San Antonio Spurs,203.2,USA,1994,1,Notre Dame,25.0,1996-97
Moochie Norris,Vancouver Grizzlies,187.96,USA,1996,2,West Florida,23.0,1996-97
Muggsy Bogues,Charlotte Hornets,160.02,USA,1987,1,Wake Forest,32.0,1996-97
Brent Scott,Indiana Pacers,208.28,USA,Undrafted,Undrafted,Rice,26.0,1996-97
Lloyd Daniels,New Jersey Nets,200.66,USA,Undrafted,Undrafted,Mt. San Antonio,29.0,1996-97
Tony Massenburg,New Jersey Nets,205.74,USA,1990,2,Maryland,29.0,1996-97
Antonio McDyess,Denver Nuggets,205.74,USA,1995,1,Alabama,22.0,1996-97
Armen Gilliam,Milwaukee Bucks,205.74,USA,1987,1,Nevada-Las Vegas,33.0,1996-97
Arvydas Sabonis,Portland Trail Blazers,220.98,Lithuania,1986,1,,32.0,1996-97
Ashraf Amaya,Washington Wizards,203.2,USA,Undrafted,Undrafted,Southern Illinois,25.0,1996-97
Avery Johnson,San Antonio Spurs,180.34,USA,Undrafted,Undrafted,Southern,32.0,1996-97
B.J. Armstrong,Golden State Warriors,187.96,USA,1989,1,Iowa,29.0,1996-97
Ben Davis,Phoenix Suns,205.74,USA,1996,2,Arizona,24.0,1996-97
Ben Wallace,Washington Wizards,205.74,USA,Undrafted,Undrafted,Virginia Union,22.0,1996-97
Benoit Benjamin,Toronto Raptors,213.36,USA,1985,1,Creighton,32.0,1996-97
Antonio Lang,Cleveland Cavaliers,203.2,USA,1994,2,Duke,25.0,1996-97
Bill Wennington,Chicago Bulls,213.36,USA,1985,1,St. John's (NY),34.0,1996-97
Bimbo Coles,Golden State Warriors,187.96,USA,1990,2,Virginia Tech,29.0,1996-97
Bison Dele,Chicago Bulls,210.82,USA,1991,1,Arizona,28.0,1996-97
Blue Edwards,Vancouver Grizzlies,193.04,USA,1989,1,East Carolina,31.0,1996-97
Bo Outlaw,Los Angeles Clippers,203.2,USA,Undrafted,Undrafted,Houston,26.0,1996-97
Bob Sura,Cleveland Cavaliers,195.58,USA,1995,1,Florida State,24.0,1996-97
Bobby Hurley,Sacramento Kings,182.88,USA,1993,1,Duke,26.0,1996-97
Bobby Phills,Cleveland Cavaliers,195.58,USA,1991,2,Southern,27.0,1996-97
Brad Lohaus,Toronto Raptors,210.82,USA,1987,2,Iowa,32.0,1996-97
Brent Price,Houston Rockets,185.42,USA,1992,2,Oklahoma,28.0,1996-97
Billy Owens,Sacramento Kings,205.74,USA,1991,1,Syracuse,28.0,1996-97
Antonio Harvey,Seattle SuperSonics,210.82,USA,Undrafted,Undrafted,Pfeiffer,26.0,1996-97
Brent Barry,Los Angeles Clippers,198.12,USA,1995,1,Oregon State,25.0,1996-97
Antoine Walker,Boston Celtics,205.74,USA,1996,1,Kentucky,20.0,1996-97
A.C. Green,Dallas Mavericks,205.74,USA,1985,1,Oregon State,33.0,1996-97
Aaron McKie,Detroit Pistons,195.58,USA,1994,1,Temple,24.0,1996-97
Aaron Williams,Vancouver Grizzlies,205.74,USA,Undrafted,Undrafted,Xavier,25.0,1996-97
Acie Earl,Milwaukee Bucks,210.82,USA,1993,1,Iowa,27.0,1996-97
Adam Keefe,Utah Jazz,205.74,USA,1992,1,Stanford,27.0,1996-97
Adrian Caldwell,Philadelphia 76ers,203.2,USA,Undrafted,Undrafted,Lamar,30.0,1996-97
Antonio Davis,Indiana Pacers,205.74,USA,1990,2,Texas-El Paso,28.0,1996-97
Aleksandar Djordjevic,Portland Trail Blazers,187.96,USA,Undrafted,Undrafted,,29.0,1996-97
Allan Houston,New York Knicks,198.12,USA,1993,1,Tennessee,26.0,1996-97
Allen Iverson,Philadelphia 76ers,182.88,USA,1996,1,Georgetown,22.0,1996-97
Alan Henderson,Atlanta Hawks,205.74,USA,1995,1,Indiana,24.0,1996-97
Alton Lister,Boston Celtics,213.36,USA,1981,1,Arizona State,38.0,1996-97
Antoine Carr,Utah Jazz,205.74,USA,1983,1,Wichita State,35.0,1996-97
Alonzo Mourning,Miami Heat,208.28,USA,1992,1,Georgetown,27.0,1996-97
Anthony Miller,Atlanta Hawks,205.74,USA,1994,2,Michigan State,25.0,1996-97
Anthony Mason,Charlotte Hornets,203.2,USA,1988,3,Tennessee State,30.0,1996-97
Anthony Goldwire,Denver Nuggets,187.96,USA,1994,2,Houston,25.0,1996-97
Anthony Peeler,Vancouver Grizzlies,193.04,USA,1992,1,Missouri,27.0,1996-97
Andrew Lang,Milwaukee Bucks,210.82,USA,1988,2,Arkansas,31.0,1996-97
Andrew DeClercq,Golden State Warriors,208.28,USA,1995,2,Florida,24.0,1996-97
Amal McCaskill,Orlando Magic,210.82,USA,1996,2,Marquette,23.0,1996-97
Anfernee Hardaway,Orlando Magic,200.66,USA,1993,1,Memphis,25.0,1996-97
Nick Van Exel,Los Angeles Lakers,185.42,USA,1993,2,Cincinnati,26.0,1997-98
Nick Anderson,Orlando Magic,198.12,USA,1989,1,Illinois,30.0,1997-98
Nate McMillan,Seattle SuperSonics,195.58,USA,1986,2,North Carolina State,33.0,1997-98
Muggsy Bogues,Golden State Warriors,160.02,USA,1987,1,Wake Forest,33.0,1997-98
Mookie Blaylock,Atlanta Hawks,185.42,USA,1989,1,Oklahoma,31.0,1997-98
Monty Williams,San Antonio Spurs,203.2,USA,1994,1,Notre Dame,26.0,1997-98
Mitchell Butler,Cleveland Cavaliers,195.58,USA,Undrafted,Undrafted,UCLA,27.0,1997-98
Mitch Richmond,Sacramento Kings,195.58,USA,1988,1,Kansas State,33.0,1997-98
Micheal Williams,Minnesota Timberwolves,187.96,USA,1988,2,Baylor,31.0,1997-98
Matt Geiger,Charlotte Hornets,215.9,USA,1992,2,Georgia Tech,28.0,1997-98
Michael Smith,Vancouver Grizzlies,203.2,USA,1994,2,Providence,26.0,1997-98
Michael McDonald,Charlotte Hornets,208.28,USA,1995,2,New Orleans,29.0,1997-98
Michael Jordan,Chicago Bulls,198.12,USA,1984,1,North Carolina,35.0,1997-98
Michael Finley,Dallas Mavericks,200.66,USA,1995,1,Wisconsin,25.0,1997-98
Michael Curry,Milwaukee Bucks,195.58,USA,Undrafted,Undrafted,Georgia Southern,29.0,1997-98
Michael Cage,New Jersey Nets,205.74,USA,1984,1,San Diego State,36.0,1997-98
Maurice Taylor,Los Angeles Clippers,205.74,USA,1997,1,Michigan,21.0,1997-98
Matt Maloney,Houston Rockets,190.5,USA,Undrafted,Undrafted,Pennsylvania,26.0,1997-98
Olden Polynice,Sacramento Kings,213.36,USA,1987,1,Virginia,33.0,1997-98
Matt Bullard,Houston Rockets,208.28,USA,Undrafted,Undrafted,Iowa,31.0,1997-98
Michael Stewart,Sacramento Kings,208.28,USA,Undrafted,Undrafted,California,23.0,1997-98
Oliver Miller,Toronto Raptors,205.74,USA,1992,1,Arkansas,28.0,1997-98
Randy Livingston,Atlanta Hawks,193.04,USA,1996,2,Louisiana State,23.0,1997-98
Otis Thorpe,Sacramento Kings,208.28,USA,1984,1,Providence,35.0,1997-98
Rick Fox,Los Angeles Lakers,200.66,Canada,1991,1,North Carolina,28.0,1997-98
Marty Conlon,Miami Heat,210.82,USA,Undrafted,Undrafted,Providence,30.0,1997-98
Rick Brunson,Portland Trail Blazers,193.04,USA,Undrafted,Undrafted,Temple,26.0,1997-98
Rex Walters,Miami Heat,193.04,USA,1993,1,Kansas,28.0,1997-98
Rex Chapman,Phoenix Suns,193.04,USA,1988,1,Kentucky,30.0,1997-98
Reggie Slater,Toronto Raptors,200.66,USA,Undrafted,Undrafted,Wyoming,27.0,1997-98
Reggie Miller,Indiana Pacers,200.66,USA,1987,1,UCLA,32.0,1997-98
Reggie Jordan,Minnesota Timberwolves,193.04,USA,Undrafted,Undrafted,New Mexico State,30.0,1997-98
Reggie Hanson,Boston Celtics,203.2,USA,1998,Undrafted,Kentucky,29.0,1997-98
Reggie Geary,San Antonio Spurs,187.96,USA,1996,2,Arizona,24.0,1997-98
Ray Allen,Milwaukee Bucks,195.58,USA,1996,1,Connecticut,22.0,1997-98
Rasheed Wallace,Portland Trail Blazers,210.82,USA,1995,1,North Carolina,23.0,1997-98
Randy Brown,Chicago Bulls,187.96,USA,1991,2,New Mexico State,30.0,1997-98
Priest Lauderdale,Denver Nuggets,223.52,USA,1996,1,Central State (OH),24.0,1997-98
Popeye Jones,Toronto Raptors,203.2,USA,1992,2,Murray State,28.0,1997-98
Pooh Richardson,Los Angeles Clippers,185.42,USA,1989,1,UCLA,32.0,1997-98
Pete Myers,New York Knicks,198.12,USA,1986,6,Arkansas-Little Rock,34.0,1997-98
Pete Chilcutt,Vancouver Grizzlies,208.28,USA,1991,1,North Carolina,29.0,1997-98
Pervis Ellison,Boston Celtics,205.74,USA,1989,1,Louisville,31.0,1997-98
Patrick Ewing,New York Knicks,213.36,Jamaica,1985,1,Georgetown,35.0,1997-98
P.J. Brown,Miami Heat,210.82,USA,1992,2,Louisiana Tech,28.0,1997-98
Othella Harrington,Houston Rockets,205.74,USA,1996,2,Georgetown,24.0,1997-98
Martin Muursepp,Dallas Mavericks,205.74,USA,1996,1,,23.0,1997-98
Lee Mayberry,Vancouver Grizzlies,185.42,USA,1992,1,Arkansas,28.0,1997-98
Mark West,Indiana Pacers,208.28,USA,1983,2,Old Dominion,37.0,1997-98
Latrell Sprewell,Golden State Warriors,195.58,USA,1992,1,Alabama,27.0,1997-98
Larry Robinson,Vancouver Grizzlies,190.5,USA,Undrafted,Undrafted,Centenary (LA),30.0,1997-98
Larry Johnson,New York Knicks,200.66,USA,1991,1,Nevada-Las Vegas,29.0,1997-98
Lamond Murray,Los Angeles Clippers,200.66,USA,1994,1,California,25.0,1997-98
LaPhonso Ellis,Denver Nuggets,203.2,USA,1992,1,Notre Dame,28.0,1997-98
Kurt Thomas,Dallas Mavericks,205.74,USA,1995,1,Texas Christian,25.0,1997-98
Kobe Bryant,Los Angeles Lakers,200.66,USA,1996,1,,19.0,1997-98
Kiwane Garris,Denver Nuggets,187.96,USA,Undrafted,Undrafted,Illinois,23.0,1997-98
Khalid Reeves,Dallas Mavericks,190.5,USA,1994,1,Arizona,25.0,1997-98
Kevin Willis,Houston Rockets,213.36,USA,1984,1,Michigan State,35.0,1997-98
Kevin Salvadori,Sacramento Kings,213.36,USA,Undrafted,Undrafted,North Carolina,27.0,1997-98
Kevin Ollie,Orlando Magic,193.04,USA,Undrafted,Undrafted,Connecticut,25.0,1997-98
Kevin Johnson,Phoenix Suns,185.42,USA,1987,1,California,32.0,1997-98
Kevin Garnett,Minnesota Timberwolves,210.82,USA,1995,1,,22.0,1997-98
Kevin Edwards,Orlando Magic,190.5,USA,1988,1,DePaul,32.0,1997-98
Kerry Kittles,New Jersey Nets,195.58,USA,1996,1,Villanova,24.0,1997-98
Kenny Anderson,Boston Celtics,185.42,USA,1991,1,Georgia Tech,27.0,1997-98
Kendall Gill,New Jersey Nets,195.58,USA,1990,1,Illinois,30.0,1997-98
Kelvin Cato,Portland Trail Blazers,210.82,USA,1997,1,Iowa State,23.0,1997-98
Keith Van Horn,New Jersey Nets,208.28,USA,1997,1,Utah,22.0,1997-98
Keith Closs,Los Angeles Clippers,220.98,USA,Undrafted,Undrafted,Central Connecticut State,22.0,1997-98
Lawrence Funderburke,Sacramento Kings,205.74,USA,1994,2,Ohio State,27.0,1997-98
Marko Milic,Phoenix Suns,198.12,Slovenia,1997,2,,21.0,1997-98
Lawrence Moten,Washington Wizards,195.58,USA,1995,2,Syracuse,26.0,1997-98
Rick Mahorn,Detroit Pistons,208.28,USA,1980,2,Hampton,39.0,1997-98
Mark Strickland,Miami Heat,208.28,USA,Undrafted,Undrafted,Temple,27.0,1997-98
Mark Price,Orlando Magic,182.88,USA,1986,2,Georgia Tech,34.0,1997-98
Mark Pope,Indiana Pacers,208.28,USA,1996,2,Kentucky,25.0,1997-98
Mark Jackson,Indiana Pacers,190.5,USA,1987,1,St. John's (NY),33.0,1997-98
Mark Hendrickson,Sacramento Kings,205.74,USA,1996,2,Washington State,24.0,1997-98
Mark Davis,Philadelphia 76ers,200.66,USA,1995,2,Texas Tech,25.0,1997-98
Mark Bryant,Phoenix Suns,205.74,USA,1988,1,Seton Hall,33.0,1997-98
Mario Elie,Houston Rockets,195.58,USA,1985,7,American International,34.0,1997-98
Mario Bennett,Los Angeles Lakers,205.74,USA,1995,1,Arizona State,24.0,1997-98
Marcus Camby,Toronto Raptors,210.82,USA,1996,1,Massachusetts,24.0,1997-98
Malik Sealy,Detroit Pistons,203.2,USA,1992,1,St. John's (NY),28.0,1997-98
Malik Rose,San Antonio Spurs,200.66,USA,1996,2,Drexel,23.0,1997-98
Mahmoud Abdul-Rauf,Sacramento Kings,185.42,USA,1990,1,Louisiana State,29.0,1997-98
Lucious Harris,New Jersey Nets,195.58,USA,1993,2,Long Beach State,27.0,1997-98
Luc Longley,Chicago Bulls,218.44,USA,1991,1,New Mexico,29.0,1997-98
Loy Vaught,Los Angeles Clippers,205.74,USA,1990,1,Michigan,30.0,1997-98
Lorenzo Williams,Washington Wizards,205.74,USA,Undrafted,Undrafted,Stetson,28.0,1997-98
Lorenzen Wright,Los Angeles Clippers,210.82,USA,1996,1,Memphis,22.0,1997-98
Lloyd Daniels,Toronto Raptors,200.66,USA,Undrafted,Undrafted,Mt. San Antonio,30.0,1997-98
Litterial Green,Milwaukee Bucks,185.42,USA,1992,2,Georgia,28.0,1997-98
Lindsey Hunter,Detroit Pistons,187.96,USA,1993,1,Jackson State,27.0,1997-98
Ledell Eackles,Washington Wizards,195.58,USA,1988,2,New Orleans,31.0,1997-98
Ricky Pierce,Milwaukee Bucks,193.04,USA,1982,1,Rice,38.0,1997-98
Sean Higgins,Portland Trail Blazers,205.74,USA,1990,2,Michigan,29.0,1997-98
Robert Horry,Los Angeles Lakers,208.28,USA,1992,1,Alabama,27.0,1997-98
Tracy Murray,Washington Wizards,200.66,USA,1992,1,UCLA,26.0,1997-98
Tracy McGrady,Toronto Raptors,203.2,USA,1997,1,,19.0,1997-98
Tony Smith,Milwaukee Bucks,190.5,USA,1990,2,Marquette,30.0,1997-98
Tony Massenburg,Vancouver Grizzlies,205.74,USA,1990,2,Maryland,30.0,1997-98
Tony Farmer,Charlotte Hornets,205.74,USA,Undrafted,Undrafted,Nebraska,28.0,1997-98
Tony Dumas,Cleveland Cavaliers,198.12,USA,1994,1,Missouri-Kansas City,25.0,1997-98
Tony Delk,Golden State Warriors,187.96,USA,1996,1,Kentucky,24.0,1997-98
Tony Battie,Denver Nuggets,210.82,USA,1997,1,Texas Tech,22.0,1997-98
Toni Kukoc,Chicago Bulls,210.82,Croatia,1990,2,,29.0,1997-98
Travis Best,Indiana Pacers,180.34,USA,1995,1,Georgia Tech,25.0,1997-98
Tom Hammonds,Minnesota Timberwolves,205.74,USA,1989,1,Georgia Tech,31.0,1997-98
Tom Chambers,Philadelphia 76ers,208.28,USA,1981,1,Utah,39.0,1997-98
Todd Fuller,Golden State Warriors,210.82,USA,1996,1,North Carolina State,23.0,1997-98
Todd Day,Miami Heat,198.12,USA,1992,1,Arkansas,28.0,1997-98
Tim Thomas,Philadelphia 76ers,208.28,USA,1997,1,Villanova,21.0,1997-98
Tim Legler,Washington Wizards,193.04,USA,Undrafted,Undrafted,La Salle,31.0,1997-98
Tim Kempton,Toronto Raptors,208.28,USA,1986,6,Notre Dame,34.0,1997-98
Tim Hardaway,Miami Heat,182.88,USA,1989,1,Texas-El Paso,31.0,1997-98
Tim Duncan,San Antonio Spurs,213.36,US Virgin Islands,1997,1,Wake Forest,22.0,1997-98
Tim Breaux,Milwaukee Bucks,200.66,USA,Undrafted,Undrafted,Wyoming,27.0,1997-98
Tom Gugliotta,Minnesota Timberwolves,208.28,USA,1992,1,North Carolina State,28.0,1997-98
Travis Knight,Boston Celtics,213.36,USA,1996,1,Connecticut,23.0,1997-98
Travis Williams,Charlotte Hornets,200.66,USA,Undrafted,Undrafted,South Carolina State,29.0,1997-98
Troy Hudson,Utah Jazz,185.42,USA,Undrafted,Undrafted,Southern Illinois,22.0,1997-98
Chuck Person,San Antonio Spurs,203.2,USA,1986,1,Auburn,34.0,1997-98
Zydrunas Ilgauskas,Cleveland Cavaliers,220.98,Lithuania,1996,1,,23.0,1997-98
Zan Tabak,Boston Celtics,213.36,USA,1991,2,,28.0,1997-98
Yinka Dare,New Jersey Nets,213.36,USA,1994,1,George Washington,25.0,1997-98
Xavier McDaniel,New Jersey Nets,200.66,USA,1985,1,Wichita State,35.0,1997-98
Willie Burton,San Antonio Spurs,203.2,USA,1990,1,Minnesota,30.0,1997-98
William Cunningham,Philadelphia 76ers,210.82,USA,Undrafted,Undrafted,Temple,24.0,1997-98
Will Perdue,San Antonio Spurs,213.36,USA,1988,1,Vanderbilt,32.0,1997-98
Wesley Person,Cleveland Cavaliers,198.12,USA,1994,1,Auburn,27.0,1997-98
Walter McCarty,Boston Celtics,208.28,USA,1996,1,Kentucky,24.0,1997-98
Walt Williams,Portland Trail Blazers,203.2,USA,1992,1,Maryland,28.0,1997-98
Voshon Lenard,Miami Heat,193.04,USA,1994,2,Minnesota,25.0,1997-98
Vlade Divac,Charlotte Hornets,215.9,Serbia and Montenegro,1989,1,,30.0,1997-98
Vitaly Potapenko,Cleveland Cavaliers,208.28,Ukraine,1996,1,Wright State,23.0,1997-98
Vinny Del Negro,San Antonio Spurs,193.04,USA,1988,2,North Carolina State,31.0,1997-98
Vincent Askew,Portland Trail Blazers,198.12,USA,1987,2,Memphis,32.0,1997-98
Vin Baker,Seattle SuperSonics,210.82,USA,1993,1,Hartford,26.0,1997-98
Vernon Maxwell,Charlotte Hornets,193.04,USA,1988,2,Florida,32.0,1997-98
Tyus Edney,Boston Celtics,177.8,USA,1995,2,UCLA,25.0,1997-98
Tyrone Hill,Milwaukee Bucks,205.74,USA,1990,1,Xavier,30.0,1997-98
Tyrone Corbin,Atlanta Hawks,198.12,USA,1985,2,DePaul,35.0,1997-98
Theo Ratliff,Philadelphia 76ers,208.28,USA,1995,1,Wyoming,25.0,1997-98
Terry Porter,Minnesota Timberwolves,190.5,USA,1985,1,Wisconsin-Stevens Point,35.0,1997-98
Terry Mills,Miami Heat,208.28,USA,1990,1,Michigan,30.0,1997-98
Terry Dehere,Sacramento Kings,193.04,USA,1993,1,Seton Hall,26.0,1997-98
Keith Booth,Chicago Bulls,198.12,USA,1997,1,Maryland,23.0,1997-98
Sean Elliott,San Antonio Spurs,203.2,USA,1989,1,Arizona,30.0,1997-98
Scottie Pippen,Chicago Bulls,200.66,USA,1987,1,Central Arkansas,32.0,1997-98
Scott Williams,Philadelphia 76ers,208.28,USA,Undrafted,Undrafted,North Carolina,30.0,1997-98
Scott Burrell,Chicago Bulls,200.66,USA,1993,1,Connecticut,27.0,1997-98
Scott Brooks,Cleveland Cavaliers,180.34,USA,Undrafted,Undrafted,California-Irvine,32.0,1997-98
Scot Pollard,Detroit Pistons,210.82,USA,1997,1,Kansas,23.0,1997-98
Samaki Walker,Dallas Mavericks,205.74,USA,1996,1,Louisville,22.0,1997-98
Sam Perkins,Seattle SuperSonics,205.74,USA,1984,1,North Carolina,37.0,1997-98
Sam Mitchell,Minnesota Timberwolves,200.66,USA,1985,3,Mercer,34.0,1997-98
Sam Mack,Vancouver Grizzlies,200.66,USA,Undrafted,Undrafted,Houston,28.0,1997-98
Sam Cassell,New Jersey Nets,190.5,USA,1993,1,Florida State,28.0,1997-98
